Rank,Title,Year,Predicted_Rating,Recommendation_Score,Keywords_From_CSV,Female_Critiques_From_CSV,Hours_Themes_Alignment_From_CSV,Awards_From_CSV,Narrative_Type_From_CSV,Director,Rated,Content_Warnings,Released,Runtime,Runtime_mins,Genre,Primary_Genre,Secondary_Genre,IMDb_Rating,imdbRating,imdbVotes,Metascore,Has_Oscar,Award_Count,Awards,Writer,Actors,Plot,Language,Country,imdbID,Type,DVD,BoxOffice,Production,Mood_Tags,Pacing,Style_Tags,Themes,Lead_Gender,Narrative_Structure,Ending_Type,Character_Arcs,Is_Adaptation,Budget_Level,Special_Effects,Filming_Location_Diversity,Has_LGBT,Has_Cinematography,Has_Screenplay,Has_Plot_Twist,Genre_Count,Is_Drama,Is_Comedy,Is_Crime,Is_History,Is_Romance,Is_Action,Is_Adventure,Is_Sci_Fi
67,The Idiot,2003,5.3,0.315,,,,,,,N/A,,2003-05-12,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0366028,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68,"The Irony of Fate, or Enjoy Your Bath!",1976,8.056,0.645,,,,,,Eldar Ryazanov,TV-G,TV-G,01 Jan 1976,192 min,192,"Comedy, Drama, Romance",Comedy,Drama,8.1,8.1,14214,0.0,0.0,1.0,1 nomination total,"Emil Braginskiy, Eldar Ryazanov","Andrey Myagkov, Barbara Brylska, Yuriy Yakovlev","A group of old friends have a tradition of going to a public bathing house on New Years eve. Incidentally, too much vodka and beer makes two of them unconscious. The problem is that one of them (Sasha) has to go to Leningrad but another one (Zhenya) goes. Zhenya wakes up at Leningrad airport. Believing that he is still in Moscow he takes a taxi and goes home. The street name, building and even apartment number, the way an apartment complex looks the same and the key coincide completely - just typical Soviet-type 'economy' architecture. Imagine the surprise of Nadya when she enters her apartment and finds a man without trousers in her bed. What's more - Nadya's fiancé also finds him there...",Russian,Soviet Union,tt0073179,movie,N/A,N/A,N/A,"emotional, funny",epic,intimate,friendship,ensemble,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
69,The Island,2006,8.259,0.649,,,,,,Pavel Lungin,PG-13,PG-13,23 Nov 2006,112 min,112,"Comedy, Drama",Comedy,Drama,7.8,7.8,12704,0.0,0.0,2.0,16 wins & 13 nominations,Dmitriy Sobolev,"Pyotr Mamonov, Viktor Sukhorukov, Dmitriy Dyuzhev","Somewhere in Northern Russia in a small Russian Orthodox monastery lives an unusual man whose bizarre conduct confuses his fellow monks, while others who visit the island believe that the man has the power to heal, exorcise demons and foretell the future.","Russian, German",Russia,tt0851577,movie,N/A,N/A,N/A,"emotional, funny",fast,intimate,general,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,The Italian,2005,8.143,0.637,,,,,,Andrey Kravchuk,PG-13,PG-13,22 Sep 2005,90 min,90,Drama,Drama,Unknown,7.5,7.5,3376,74.0,0.0,2.0,13 wins & 9 nominations total,Andrei Romanov,"Nikolay Spiridonov, Mariya Kuznetsova, Nikolay Reutov","Vanya is a 6 year old orphan living in a rundown orphanage in a remote Russian village. For Vanya and the other children, life is without hope, unless, of course, they are adopted by wealthy foreigners. For Vanya, hope comes in the form of an Italian couple. But while arrangements are being made an incident occurs when the mother of another child appears, seeking her son. Vanya begins to wonder what would happen if his own mother reappeared, and he was living in Italy.With the assistance of older children, Vanya is able to access his records and find the possible whereabouts of his mother. He escapes and travels across the country, pursued by the adoption agents.","Russian, Italian, English",Russia,tt0450450,movie,N/A,"$555,436",N/A,"emotional, uplifting",medium,intimate,family,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,The Meeting Place Cannot Be Changed,1979,5.32,0.316,,,,,,,N/A,,1979-11-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0078655,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
72,The Old Man and the Sea,1999,8.158,0.618,,,,,,Aleksandr Petrov,N/A,N/A,03 Jul 1999,20 min,20,"Animation, Short, Adventure",Animation,Short,8.0,8.0,4670,0.0,1.0,2.0,Won 1 Oscar. 13 wins & 3 nominations total,"Ernest Hemingway, Aleksandr Petrov","Gordon Pinsent, Kevin Duhaney, Yôji Matsuda","The plot of the film is a story of friendship between a little country boy and an old fisherman. Santiago, a strong and proud man, cannot accept the implacable passage of time, which takes away physical strength. For many weeks, he returned without a catch. Finally, he makes the decision to go for the catch far far into the sea and not return without catch. Only in this way an old fisherman can regain confidence and self-respect.","English, Spanish, Russian, French","Russia, Canada, Japan",tt0207639,movie,N/A,N/A,N/A,exciting,fast,conventional,friendship,male,linear,neutral,minimal,original,low,minimal,high,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73,The Tale of Tales,1979,7.96,0.604,,,,,,Yuri Norstein,N/A,N/A,N/A,29 min,29,"Animation, Short",Animation,Short,7.8,7.8,4336,0.0,0.0,1.0,2 wins total,"Lyudmila Petrushevskaya, Yuri Norstein",Aleksandr Kalyagin,"A reflection of Russian history and memory. Norstein creates a visual emotional response to a changing Russia, followed in the eyes of the Little Grey Wolf spying on various people's lives, and giving an insight on Russian culture in the 20th Century.",Russian,Soviet Union,tt0079986,movie,N/A,N/A,N/A,thoughtful,fast,conventional,general,unknown,non-linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,The Very Same Munchhausen,1980,8.079,0.65,,,,,,Mark Zakharov,N/A,N/A,01 Jan 1980,142 min,142,"Comedy, Drama, Fantasy",Comedy,Drama,8.3,8.3,3991,0.0,0.0,0.0,N/A,"Grigori Gorin, Rudolph Erich Raspe","Oleg Yankovskiy, Inna Churikova, Elena Koreneva","A philosophical and poetic portrait of the famous (or maybe infamous?) Baron Munchhausen. His crazy, yet very merriment, stories, views and behavior is what sets him apart from others. He becomes alienated from the society that failed to grasp his brilliance. In fact, his brilliance is what underlines the faults with the society itself. It's a beautiful yet tragic story that is filled with dense and intellectual dialogue.",Russian,Soviet Union,tt0080037,movie,N/A,N/A,N/A,"emotional, funny",slow,"intimate, surreal",general,male,linear,neutral,tragedy,original,low,practical_effects,low,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Twelve Chairs,1971,8.059,0.617,,,,,,Leonid Gaidai,PG-13,PG-13,02 Nov 1972,153 min,153,"Adventure, Comedy, Crime",Adventure,Comedy,8.2,8.2,7691,0.0,0.0,0.0,N/A,"Ilya Ilf, Yevgeni Petrov, Vladlen Bakhnov","Archil Gomiashvili, Sergey Filippov, Mikhail Pugovkin",A former aristocrat Ippolit Vorobyaninov leads a miserable life in Soviet Russia. His mother-in-law reveals a secret to him - she hid family diamonds in one of the twelve chairs they once had. Vorobyaninov in cooperation with a young con artist Ostap Bender start a long search for the diamonds.,"Russian, Lithuanian, German, Georgian, French",Soviet Union,tt0065670,movie,N/A,N/A,N/A,"dark, exciting, funny",epic,conventional,"justice, family",ensemble,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
76,Unbelievable Adventures of Italians in Russia,1974,7.563,0.58,,,,,,"Francesco Prosperi, Eldar Ryazanov",TV-PG,TV-PG,31 Jan 1974,104 min,104,"Adventure, Comedy, Crime",Adventure,Comedy,7.6,7.6,6670,0.0,0.0,0.0,N/A,"Emil Braginskiy, Franco Castellano, Giuseppe Moccia","Andrey Mironov, Ninetto Davoli, Antonia Santilli","In Italy, a dying woman tells her granddaughter that she hid her treasure many years ago in Russia, in the city of Leningrad. Other people (who were around when she died) also learn about it. Thus several people arrive in Leningrad trying to find the treasure, each one for himself/herself. What's worse - the only information they have is that the treasure is under a lion - and it's in Leningrad, a city known by its numerous statues of lions. The story gets even more interesting when the soviet militia (police) learns about the whole thing and send an undercover agent...",Russian,"Soviet Union, Italy",tt0070439,movie,N/A,N/A,N/A,"dark, exciting, funny",fast,conventional,general,female,linear,neutral,growth,original,low,minimal,medium,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
77,Unfinished Piece for the Player Piano,1977,8.143,0.641,,,,,,Nikita Mikhalkov,N/A,N/A,05 Sep 1977,103 min,103,Drama,Drama,Unknown,7.7,7.7,3861,0.0,0.0,2.0,2 wins & 1 nomination,"Aleksandr Adabashyan, Anton Chekhov, Nikita Mikhalkov","Aleksandr Kalyagin, Elena Solovey, Evgeniya Glushenko","Early in the 20th century, family and friends gather at the country estate of a general's widow, Anna Petrovna. Sofia, the new wife of Anna's step-son, recognizes Misha, the brother-in-law of one of the widow's admirers: a few years before, they had been idealistic lovers and now she can't believe he has settled for a dim wife and a job as a teacher. Amidst parlor games and idle talk of women's rights and peasants' capabilities, Sofia and Misha rekindle their love. Will they flaunt convention, abandon families, and run away to pursue lost dreams? Rescue comes from an unexpected place.",Russian,Soviet Union,tt0076446,movie,N/A,N/A,N/A,emotional,medium,intimate,"love, justice, friendship, family",ensemble,surreal,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Viy,1967,7.691,0.609,,,,,,"Konstantin Ershov, Georgiy Kropachyov, Aleksandr Ptushko",Not Rated,Not Rated,27 Nov 1967,77 min,77,"Drama, Fantasy, Horror",Drama,Fantasy,7.2,7.2,10735,0.0,0.0,0.0,N/A,"Konstantin Ershov, Nikolay Gogol, Georgiy Kropachyov","Leonid Kuravlyov, Natalya Varley, Aleksey Glazyrin","Getting lost, wandering home whilst on leave from his seminary, novice monk Khoma stays in the barn of an old woman. A scuffle breaks out. Later, he is summoned to stand and pray over a young dead woman, in the local church, for three nights. It is here that, while in the long, dark nights of the locked doors, the dead regain life, the souls of Hell taunt the young monk to near terrifying insanity, and the test of Faith will be as powerful as the witches, monsters and the mighty demon Viy who haunt his every step and bay for his very soul.","Russian, Ukrainian",Soviet Union,tt0062453,movie,N/A,N/A,N/A,"emotional, suspenseful",fast,"intimate, surreal",general,male,linear,neutral,minimal,original,low,practical_effects,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,War,2002,8.128,0.636,,,,,,Aleksey Balabanov,R,R,14 Mar 2002,120 min,120,"Action, Drama, War",Action,Drama,7.5,7.5,5514,0.0,0.0,2.0,5 wins & 13 nominations,Aleksey Balabanov,"Aleksey Chadov, Ian Kelly, Ingeborga Dapkunaite","During the bloody war in Chechnya, a British couple and two Russian soldiers are taken hostage by Chechen rebels. Two of the hostages are then released to bring the money for the British woman who is forced to wait for the ransom.","Russian, English, Chechen",Russia,tt0309047,movie,N/A,N/A,N/A,"emotional, exciting",fast,"intimate, epic",general,female,linear,neutral,minimal,original,low,CGI_heavy,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80,War and Peace,1965,8.007,0.646,,,,,,Sergey Bondarchuk,GP,GP,28 Apr 1968,393 min,393,"Drama, Romance, War",Drama,Romance,8.3,8.3,8619,0.0,1.0,2.0,Won 1 Oscar. 5 wins & 3 nominations total,"Sergey Bondarchuk, Vasiliy Solovyov, Lev Tolstoy","Lyudmila Saveleva, Vyacheslav Tikhonov, Sergey Bondarchuk","Eight-hour epic based on the book of the same name by Lev Tolstoy. Two main story-lines are complex and intertwined. One is the love story of young Countess Natasha Rostova and Count Pierre Bezukhov, who is unhappy in his marriage. Another is the ""Great Patriotic War"" of 1812 against the invading Napoleon's Armies. The people of Russia from all classes of society stand up united against the enemy. The 500,000 strong Napoleon's army moves through Russia and causes much destruction, culminating in the battle of Borodino. The Russian army has to retreat. Moscow is occupied, looted and burned down, but soon Napoleon loses control and has to flee. Both sides suffer tremendous losses in the war, and Russian society is left irrevocably changed.","Russian, German, French",Soviet Union,tt0063794,movie,N/A,"$148,503",N/A,emotional,epic,"intimate, epic",love,male,linear,tragic,"redemption, tragedy",based_on,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,Watch Out for the Automobile,1966,7.847,0.602,,,,,,Eldar Ryazanov,N/A,N/A,25 May 1966,94 min,94,"Comedy, Crime, Romance",Comedy,Crime,8.0,8.0,6427,0.0,0.0,1.0,1 nomination,"Emil Braginskiy, Eldar Ryazanov","Innokentiy Smoktunovskiy, Oleg Efremov, Lyubov Dobrzhanskaya",The hero of the film is an insurance agent who is also a car thief. He steals cars only from various crooks and never from the good people. Then he sells those stolen cars and gives all the money to charity. His best friend is a cop who is working on this case.,Russian,Soviet Union,tt0060161,movie,N/A,N/A,N/A,"emotional, dark, funny",fast,intimate,friendship,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
82,"Well, Just You Wait!",1969,7.63,0.58,,,,,,Gennadiy Sokolskiy,N/A,N/A,06 May 1969,3 min,3,"Animation, Short, Comedy",Animation,Short,7.4,7.4,300,0.0,0.0,0.0,N/A,"Feliks Kamov, Arkadiy Khayt, Aleksandr Kurlyandskiy",N/A,"Inside this short animated film is three tiny plots about a wolf, obsessed with the dream of eating a little hare. Story One: A wolf in a shooting gallery is trying to hit a target depicting a hare - but everything is passing by. The second story: The little hare is still a very tiny child, he is carried in a stroller. Mom-Hare leaves the stroller at the store, trusts her son her umbrella, and she goes shopping. The wolf kidnaps the stroller and rolls it down the street. The third story: The bunny is already older, but still a preschooler. He carries home-bought bagels from the store, trying in vain to gnaw one of them. The wolf beckons the hungry Bunny with the help of a carrot on a string - and triumphs, intending to eat him soon.",Russian,Soviet Union,tt1315588,movie,N/A,N/A,N/A,"uplifting, funny",fast,conventional,family,unknown,surreal,happy,minimal,original,low,minimal,low,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83,What Men Talk About,2010,7.527,0.576,,,,,,Dmitriy Dyachenko,Not Rated,Not Rated,04 Mar 2010,93 min,93,Comedy,Comedy,Unknown,7.5,7.5,6899,0.0,0.0,2.0,1 win & 1 nomination,"Leonid Barats, Sergey Petreykov, Rostislav Khait","Leonid Barats, Aleksandr Demidov, Kamil Larin","The plot revolves around four old friends-Kamil' (Kamil' Larin), Lesha (Leonid Barats), Sasha (Aleksandr Demidov) and Slava (Rostislav Khait)-all well-to-do professionals in their late 30s embarking on a two-day road trip from Moscow to Odessa (the Olympus of humor in Russian and Ukrainian cultures). They wish to escape the metropolis and the everyday routine of work, family and girlfriends to relax in a nightclub run by Slava's friend and to see the concert of a popular band B-2.","Russian, Ukrainian, English",Russia,tt1595366,movie,N/A,N/A,N/A,funny,fast,conventional,"friendship, family",unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84,White Sun of the Desert,1970,7.589,0.583,,,,,,Vladimir Motyl,Not Rated,Not Rated,01 Jun 1973,84 min,84,"Action, Adventure, Comedy",Action,Adventure,7.7,7.7,8323,0.0,0.0,0.0,N/A,"Rustam Ibragimbekov, Valentin Yezhov, Mark Zakharov","Anatoliy Kuznetsov, Pavel Luspekayev, Spartak Mishulin","A soldier of the Red Army named Sukhov has been fighting in the Russian Civil War in Russian Asia for many years. Just as he is about to return home to his wife, Sukhov is chosen to guard and protect the harem of a guerilla leader (Abdulla). Abdulla is wanted by the Red Army and left his harem behind because the women hindered him. Sukhov's task proves to be more difficult than he imagined...",Russian,Soviet Union,tt0066565,movie,N/A,N/A,N/A,"exciting, funny",fast,conventional,general,male,linear,neutral,minimal,original,low,practical_effects,low,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
85,Winnie-the-Pooh,1969,8.07,0.617,,,,,,Fyodor Khitruk,N/A,N/A,19 Jul 1969,11 min,11,"Animation, Short, Comedy",Animation,Short,8.2,8.2,5127,0.0,0.0,0.0,N/A,"A.A. Milne, Boris Zakhoder, Fyodor Khitruk","Evgeniy Leonov, Iya Savvina, Vladimir Osenev","Long ago, it seems, last Friday, lived in one country a bear cub under the name of Winnie the Pooh. And why under the name? Because, above his door was the inscription: ""Winnie the Pooh,"" and he lived under it. Once Winnie the Pooh went to the forest to have a little refreshment - he always was not averse to refreshment. In addition, he was a poet and in his spare time composed poems and even songs.",Russian,Soviet Union,tt0211729,movie,N/A,N/A,N/A,funny,fast,conventional,general,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Winnie-the-Pooh Pays a Visit,1971,8.07,0.617,,,,,,Fyodor Khitruk,N/A,N/A,10 Jul 1971,10 min,10,"Animation, Short, Comedy",Animation,Short,8.2,8.2,3978,0.0,0.0,0.0,N/A,"Boris Zakhoder, Fyodor Khitruk, A.A. Milne","Evgeniy Leonov, Iya Savvina, Anatoliy Shchukin","One morning Winnie the Pooh walked leisurely with Piglet and composed a new song. At that moment, Pooh came up with the idea of going to someone's house. They go at random, singing the song ""Who goes to visit in the morning,"" composed by Pooh. Finally, they come to the Rabbit hole. Although they came uninvited, Rabbit takes friends and treats them by honey.",Russian,Soviet Union,tt0211730,movie,N/A,N/A,N/A,funny,fast,conventional,friendship,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Winnie-the-Pooh and a Busy Day,1972,8.056,0.617,,,,,,"Fyodor Khitruk, Gennadiy Sokolskiy",N/A,N/A,13 Jul 1972,21 min,21,"Animation, Short, Comedy",Animation,Short,8.2,8.2,3542,0.0,0.0,0.0,N/A,"Boris Zakhoder, Fyodor Khitruk, A.A. Milne","Vladimir Osenev, Evgeniy Leonov, Iya Savvina","An old gray donkey Ia is standing on the shore of the lake and feels sad. Winnie the Pooh comes to him, to whom Ia admits that he has a birthday today, which no one remembered, besides, the donkey somewhere has lost its tail. Later, Winnie the Pooh meets with Piglet, and they decide to congratulate Ia: Winnie the Pooh will give him a pot of honey, and Piglet - a balloon. However, on the way Pooh ate honey and came to the donkey with an empty pot, and Piglet, wishing to give Ia a gift first, hurried so much that he fell and, as a result, became very upset and brought the burst ball to the donkey.",Russian,Soviet Union,tt0208558,movie,N/A,N/A,N/A,funny,fast,conventional,general,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Ya shagayu po Moskve,1964,7.851,0.599,,,,,,Georgiy Daneliya,N/A,N/A,11 Apr 1964,78 min,78,"Comedy, Romance",Comedy,Romance,7.8,7.8,3466,0.0,0.0,1.0,1 nomination,Gennady Shpalikov,"Nikita Mikhalkov, Aleksei Loktev, Galina Polskikh","Young Siberian writer Volodya meets Kolya in the Moscow metro in his visit to a famous author. Volodya and Kolya's friend Sasha adventure their love interests in their own way, while Kolya sets out to help them.","Russian, English",Soviet Union,tt0057694,movie,N/A,N/A,N/A,"emotional, funny",fast,intimate,"love, friendship",male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
